epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.0002997040092642407,1.3011083885828654,0.48633333333333334,4.7586168304284415,0.16666666666666666
2,0.0002988172051971717,0.8905288796424866,0.6488333333333334,1.2288212101658185,0.42783333333333334
3,0.0002973430876093033,0.7532595311800638,0.6933333333333334,0.9558411285082499,0.5478333333333333
4,0.00029528747416929463,0.6478317629496256,0.7345,0.6456784344514211,0.7508333333333334
5,0.00029265847744427303,0.5661714312235514,0.7595,0.6143280044396718,0.7636666666666667
6,0.0002894664728832377,0.5142927538553874,0.7791666666666667,0.5682667699058851,0.7306666666666667
7,0.000285724057869903,0.483118531703949,0.794,0.6981666627526283,0.687
8,0.00028144600200657956,0.45055520844459535,0.8001666666666667,0.6687154439687729,0.6828333333333333
9,0.0002766491888253023,0.42864330172538756,0.8136666666666666,0.5066593522230785,0.7713333333333333
10,0.00027135254915624217,0.40026641472180685,0.823,0.5302902524868647,0.7535
11,0.0002655769864163684,0.37398727440834045,0.8325,0.39689748469988506,0.8065
12,0.0002593452941132117,0.3526562727292379,0.8406666666666667,0.39992133606473607,0.8085
13,0.0002526820658893033,0.34135325050354004,0.8495,0.3928771071036657,0.8045
14,0.0002456135984623034,0.3408188147544861,0.8451666666666666,0.4177670836349328,0.8148333333333333
15,0.00023816778784387096,0.32515123263994855,0.8538333333333333,0.3884198892811934,0.8105
16,0.00023037401924684944,0.3065877070426941,0.8675,0.3840887666742007,0.7906666666666666
17,0.00022226305111525726,0.28619029887517294,0.882,0.38046929476658503,0.8043333333333333
18,0.00021386689373476087,0.27656046958764396,0.8856666666666667,0.44584654190142947,0.7863333333333333
19,0.00020521868290270169,0.2600782423814138,0.897,0.4245502386788527,0.8116666666666666
20,0.00019635254915624208,0.24885933868090312,0.9081666666666667,0.3692394811908404,0.8076666666666666
21,0.00018730348307472816,0.22559584554036458,0.9211666666666667,0.40615634129444755,0.8153333333333334
22,0.00017810719718785867,0.21517240059375764,0.9235,0.39265738387902577,0.8083333333333333
23,0.00016879998503464564,0.18868498229980468,0.9458333333333333,0.45745998970667523,0.8035
24,0.000159418577929397,0.1666027100086212,0.9571666666666667,0.35236110854148867,0.837
25,0.00015,0.14093517752488455,0.9718333333333333,0.402160184721152,0.8078333333333333
26,0.000140581422070603,0.12621723820765812,0.9736666666666667,0.6662930574119091,0.7791666666666667
27,0.00013120001496535436,0.10352494748433431,0.9825,0.8703230025966963,0.7818333333333334
28,0.0001218928028121413,0.10154825103282929,0.9806666666666667,0.7371976190805435,0.7965
29,0.00011269651692527177,0.09001173812150955,0.9863333333333333,0.8254264578620593,0.7975
30,0.00010364745084375793,0.07825996722777684,0.9866666666666667,0.6975591995120048,0.8111666666666667
31,9.478131709729836e-05,0.07126308063666026,0.9888333333333333,0.4484525103767713,0.8158333333333333
32,8.61331062652391e-05,0.0668336590329806,0.9876666666666667,0.40334004547198615,0.8185
33,7.773694888474269e-05,0.05958214443922043,0.9886666666666667,0.41525550429026287,0.8331666666666667
34,6.962598075315047e-05,0.056530787686506906,0.9891666666666666,0.39795395541191103,0.8286666666666667
35,6.183221215612905e-05,0.054517203470071156,0.9898333333333333,0.4005854337314765,0.8331666666666667
36,5.438640153769654e-05,0.052998954872290296,0.9893333333333333,0.439530774752299,0.8251666666666667
37,4.73179341106967e-05,0.050356904615958535,0.9883333333333333,0.5106569838921229,0.809
38,4.0654705886788306e-05,0.050240459005037943,0.9885,0.41690565358599024,0.8211666666666667
39,3.4423013583631635e-05,0.04818915359179179,0.9876666666666667,0.38732676331202187,0.8346666666666667
40,2.86474508437579e-05,0.046596497386693955,0.9891666666666666,0.3996779810587565,0.8285
41,2.3350811174697774e-05,0.0462589271068573,0.988,0.41194258574644727,0.8261666666666667
42,1.8553997993420465e-05,0.04555990393956502,0.9891666666666666,0.4119204261302948,0.8333333333333334
43,1.42759421300971e-05,0.04477001082897186,0.989,0.3913468529880047,0.8295
44,1.05335271167623e-05,0.04467549365758896,0.989,0.3902094486653805,0.8341666666666666
45,7.341522555726972e-06,0.0434150376021862,0.9891666666666666,0.40613486332694687,0.8288333333333333
46,4.712525830705356e-06,0.044321203301350275,0.9893333333333333,0.38622661283612253,0.8346666666666667
47,2.656912390696692e-06,0.04364626834789912,0.9885,0.38806921018163365,0.8316666666666667
48,1.1827948028283352e-06,0.04318263071775436,0.9885,0.39217461385329566,0.8315
49,2.9599073575926616e-07,0.04249502232670784,0.9888333333333333,0.3883119499782721,0.8311666666666667
50,0.0,0.042785827497641246,0.9888333333333333,0.3901815790832043,0.8326666666666667
