epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.6131040964126586,0.44966666666666666,1.5165286038716634,0.5591666666666667,0.0009972609476841367
2,1.500067676226298,0.545,1.4777789144515991,0.5248333333333334,0.0009890738003669028
3,1.4656896375020345,0.555,1.446512700398763,0.5258333333333334,0.0009755282581475768
4,1.4327550992965699,0.562,1.408971087773641,0.5643333333333334,0.0009567727288213003
5,1.3969559834798178,0.598,1.3719133931795755,0.5968333333333333,0.0009330127018922195
6,1.3598488715489705,0.5881666666666666,1.33478608973821,0.5995,0.0009045084971874739
7,1.322778335571289,0.601,1.296583330154419,0.6093333333333333,0.0008715724127386972
8,1.2850666926701864,0.5965,1.2596745794614157,0.6028333333333333,0.0008345653031794292
9,1.2479965794881185,0.6206666666666667,1.2238462268511454,0.6053333333333333,0.0007938926261462366
10,1.212362497329712,0.6171666666666666,1.1882700368563335,0.6165,0.00075
11,1.1777671085993449,0.632,1.1552358764012656,0.6233333333333333,0.0007033683215379003
12,1.1445314842859904,0.6346666666666667,1.125763345559438,0.6321666666666667,0.0006545084971874739
13,1.1159707250595092,0.6401666666666667,1.1001312898000082,0.6171666666666666,0.0006039558454088797
14,1.0889774980545044,0.6411666666666667,1.072740229845047,0.636,0.0005522642316338269
15,1.0641530294418335,0.6503333333333333,1.0522716074784597,0.6445,0.0005000000000000002
16,1.0435283444722494,0.6543333333333333,1.0311288729508719,0.6428333333333334,0.0004477357683661734
17,1.0241606098810832,0.6563333333333333,1.0138228765328725,0.644,0.00039604415459112036
18,1.0076508096059162,0.6636666666666666,0.9997230250040691,0.6555,0.0003454915028125264
19,0.993890916188558,0.6635,0.9873017761707306,0.6505,0.00029663167846210003
20,0.9812815211613973,0.6728333333333333,0.97782275334994,0.652,0.00025000000000000017
21,0.9716591521898905,0.6728333333333333,0.9687057796319326,0.6506666666666666,0.00020610737385376354
22,0.9628791939417521,0.675,0.9622505781650543,0.66,0.00016543469682057108
23,0.9566243786811829,0.679,0.9563740870952606,0.6573333333333333,0.00012842758726130303
24,0.9508888894716898,0.6781666666666667,0.952392013947169,0.6586666666666666,9.549150281252637e-05
25,0.9469358571370443,0.6846666666666666,0.9492579713662466,0.6598333333333334,6.698729810778068e-05
26,0.9438756718635559,0.6878333333333333,0.9471239736080169,0.659,4.322727117869953e-05
27,0.941894897778829,0.687,0.9457733143170675,0.6575,2.447174185242324e-05
28,0.9405280407269796,0.6853333333333333,0.94499680463473,0.6586666666666666,1.092619963309716e-05
29,0.939828419526418,0.6863333333333334,0.944661814769109,0.6586666666666666,2.7390523158633003e-06
30,0.9395275227228801,0.6858333333333333,0.9445771519343058,0.6585,0.0
