epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.0002997040092642407,1.2202595012755622,0.4936190476190476,1.176129663043552,0.49933333333333335
2,0.0002988172051971717,0.9171624488830566,0.6149285714285714,1.010632813029819,0.5771111111111111
3,0.0002973430876093033,0.8382566913423084,0.6408809523809523,0.8770400830374824,0.6301111111111111
4,0.00029528747416929463,0.7962551754769824,0.6590714285714285,0.9997077960968017,0.5624444444444444
5,0.00029265847744427303,0.7657165891329447,0.6687619047619048,0.816638194931878,0.6517777777777778
6,0.0002894664728832377,0.7172834494681586,0.6915,0.8912648983001709,0.6265555555555555
7,0.000285724057869903,0.6822660860788254,0.7079761904761904,0.8767175891664293,0.6296666666666667
8,0.00028144600200657956,0.6406390649250575,0.7278571428571429,1.1233701875474718,0.5635555555555556
9,0.0002766491888253023,0.5919040398597717,0.7529047619047619,0.9671077501508925,0.6114444444444445
10,0.00027135254915624217,0.5385609830674671,0.7801190476190476,1.2794985737270779,0.5626666666666666
11,0.0002655769864163684,0.4812138588201432,0.8067857142857143,1.0318213062286377,0.6067777777777777
12,0.0002593452941132117,0.4033119279089428,0.8432380952380952,1.1669702079031203,0.6153333333333333
13,0.0002526820658893033,0.35928332282248,0.8632380952380952,1.1058293477164374,0.6235555555555555
14,0.0002456135984623034,0.2963039575871967,0.8912857142857142,1.299544552061293,0.5964444444444444
15,0.00023816778784387096,0.2564382908911932,0.9095952380952381,1.4625749295552573,0.5985555555555555
16,0.00023037401924684944,0.18578771223340715,0.9387142857142857,1.937825658162435,0.5532222222222222
17,0.00022226305111525726,0.1382807491847447,0.9572142857142857,2.006665461646186,0.5927777777777777
18,0.00021386689373476087,0.12490673557633446,0.9625,1.6149254737430148,0.5997777777777777
19,0.00021365588500399054,0.07223257834570748,0.9820714285714286,1.535044328795539,0.6331111111111111
20,0.0002130236915667392,0.0530127445658048,0.986547619047619,1.5935538342793782,0.6146666666666667
21,0.00021197280840168188,0.04163092237427121,0.9896428571428572,1.989656583150228,0.6088888888888889
22,0.00021050738286456828,0.09747056936082386,0.9687380952380953,1.843595609664917,0.5963333333333334
23,0.00020863319832050418,0.06500088768913632,0.9804761904761905,2.014586172527737,0.5837777777777777
24,0.00020635765131965145,0.16411297732307797,0.9420238095238095,2.177735405392117,0.593
25,0.000203689722406424,0.09613073456855048,0.9671428571428572,1.750406663470798,0.6203333333333333
26,0.00020063994067738146,0.0536745012487684,0.9837380952380952,1.816491460694207,0.6282222222222222
27,0.0001972203422276957,0.03326005299602236,0.9900714285714286,1.7982132965723674,0.6267777777777778
28,0.0001934444226501817,0.024565573195616405,0.9916428571428572,1.9732422182295057,0.6074444444444445
29,0.00018932708377435828,0.11675747692584991,0.9590714285714286,2.2411533372667103,0.5988888888888889
30,0.00018488457485573516,0.05018504620733715,0.9835952380952381,1.8683142943912083,0.6162222222222222
31,0.0001801344284474249,0.028834915362653278,0.990547619047619,1.970355046166314,0.6186666666666667
32,0.00017509539120716557,0.022101110171704064,0.9920714285714286,1.8604502120547823,0.6291111111111111
33,0.0001697873499128274,0.020411287617115748,0.9918333333333333,1.8936865287356905,0.63
34,0.0001642312529783857,0.01963333062898545,0.9922619047619048,1.8741421084933811,0.631
35,0.0001584490277801015,0.01975386708407175,0.9916190476190476,1.888673271391127,0.6304444444444445
36,0.000152463494119185,0.01905991678578513,0.9925238095238095,1.9264724561903213,0.624
37,0.00014629827416246563,0.019614369048958732,0.991904761904762,1.9968854857550726,0.6133333333333333
38,0.00013997769921649146,0.04127310309239796,0.9866666666666667,2.247661919487847,0.6088888888888889
39,0.00013352671370297825,0.040122474920182,0.9861666666666666,2.336883502960205,0.6062222222222222
40,0.00012697077671457293,0.030323268021856035,0.9891666666666666,2.1893231099446613,0.6078888888888889
41,0.00012033576153944597,0.023496857225894927,0.9909285714285714,2.026698980331421,0.6225555555555555
42,0.0001136478535512435,0.02017441404717309,0.9921428571428571,2.0564311972724068,0.6248888888888889
43,0.00010693344686738045,0.01859095388934726,0.9925238095238095,2.0318860897488062,0.6288888888888889
44,0.0001002190401835174,0.018804714696747916,0.9922857142857143,2.0382665028042264,0.6288888888888889
45,9.353113219531494e-05,0.018372343537353335,0.992,2.057709674835205,0.6288888888888889
46,8.689611702018796e-05,0.018420021059967224,0.9919761904761905,2.1106471983591715,0.6214444444444445
47,8.03401800317826e-05,0.035401624852702734,0.9877857142857143,2.0946761349572074,0.6183333333333333
48,7.388919451826945e-05,0.027212512271744864,0.9899761904761905,2.068956773969862,0.6263333333333333
49,6.756861957229528e-05,0.019151313991773698,0.9924285714285714,2.10207429907057,0.6217777777777778
50,6.140339961557587e-05,0.022722865274974278,0.991,2.0844207553863527,0.6266666666666667
