epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.616554007212321,0.49616666666666664,1.522404104232788,0.5726666666666667,0.0009972609476841367
2,1.5057498388290405,0.5485,1.4831792786916096,0.5586666666666666,0.0009890738003669028
3,1.4703185326258341,0.5638333333333333,1.4491457920074462,0.5716666666666667,0.0009755282581475768
4,1.4370732984542847,0.5651666666666667,1.4149332399368286,0.5988333333333333,0.0009567727288213003
5,1.4018018143971762,0.5858333333333333,1.3789683030446371,0.5915,0.0009330127018922195
6,1.3656827351252239,0.5776666666666667,1.3426100896199544,0.589,0.0009045084971874739
7,1.3284439916610717,0.594,1.3063129666646323,0.588,0.0008715724127386972
8,1.291555064201355,0.594,1.2689958624839783,0.6026666666666667,0.0008345653031794292
9,1.254605959892273,0.6138333333333333,1.2298856523831685,0.6166666666666667,0.0007938926261462366
10,1.2192276239395141,0.6103333333333333,1.1967721042633057,0.611,0.00075
11,1.184940702756246,0.6223333333333333,1.1642096430460611,0.6131666666666666,0.0007033683215379003
12,1.154271858215332,0.6221666666666666,1.1344382621447244,0.624,0.0006545084971874739
13,1.1248092018763225,0.6308333333333334,1.1074205417633056,0.6225,0.0006039558454088797
14,1.0980286394755046,0.6336666666666667,1.0820586599508921,0.6356666666666667,0.0005522642316338269
15,1.0744966265360514,0.6415,1.0605307963689168,0.6335,0.0005000000000000002
16,1.052732656955719,0.6488333333333334,1.0418613029321036,0.6365,0.0004477357683661734
17,1.0346665083567301,0.6531666666666667,1.0257306807835898,0.628,0.00039604415459112036
18,1.0187236649195353,0.6496666666666666,1.0120866969426472,0.6383333333333333,0.0003454915028125264
19,1.0051351332664489,0.6631666666666667,0.9991455621719361,0.6426666666666667,0.00029663167846210003
20,0.9929242952664693,0.6548333333333334,0.9889295718669892,0.6536666666666666,0.00025000000000000017
21,0.9830982284545898,0.67,0.9804125440120697,0.6515,0.00020610737385376354
22,0.9752015291849773,0.6671666666666667,0.9735470367272695,0.6546666666666666,0.00016543469682057108
23,0.9683233168919881,0.6756666666666666,0.9681935169696808,0.6558333333333334,0.00012842758726130303
24,0.9632286464373271,0.672,0.9644312115510305,0.6555,9.549150281252637e-05
25,0.9593244808514912,0.6756666666666666,0.9612834650675456,0.6546666666666666,6.698729810778068e-05
26,0.9562408596674601,0.6798333333333333,0.9591862390041351,0.6556666666666666,4.322727117869953e-05
27,0.9542919712066651,0.6791666666666667,0.9578282612164816,0.6578333333333334,2.447174185242324e-05
28,0.9529241007169088,0.6766666666666666,0.9570379157066345,0.657,1.092619963309716e-05
29,0.95222380956014,0.6785,0.9567002302010854,0.657,2.7390523158633003e-06
30,0.9519311820665995,0.6783333333333333,0.9566175210475921,0.6566666666666666,0.0
