epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.6213388986587525,0.511,1.5302978865305583,0.5285,0.0009972609476841367
2,1.5113291552861532,0.5468333333333333,1.4910280113220216,0.5358333333333334,0.0009890738003669028
3,1.4767361602783202,0.5655,1.457043864250183,0.5563333333333333,0.0009755282581475768
4,1.4426963720321655,0.558,1.422850532213847,0.5558333333333333,0.0009567727288213003
5,1.4068971236546834,0.5716666666666667,1.3853382555643718,0.595,0.0009330127018922195
6,1.3678685391743979,0.5848333333333333,1.3483515483538309,0.5718333333333333,0.0009045084971874739
7,1.3310569318135579,0.5845,1.311337091286977,0.574,0.0008715724127386972
8,1.2928201888402302,0.5901666666666666,1.2717870998382568,0.601,0.0008345653031794292
9,1.2550619268417358,0.5936666666666667,1.2362165724436442,0.5956666666666667,0.0007938926261462366
10,1.2175652990341186,0.5995,1.2021638278961182,0.5923333333333334,0.00075
11,1.184371460278829,0.6058333333333333,1.1690828083356222,0.6041666666666666,0.0007033683215379003
12,1.1526290836334228,0.6165,1.1386213043530782,0.6188333333333333,0.0006545084971874739
13,1.122695161183675,0.6206666666666667,1.1133852124214172,0.6126666666666667,0.0006039558454088797
14,1.096820989926656,0.6263333333333333,1.0885094837347666,0.6213333333333333,0.0005522642316338269
15,1.072726087252299,0.6328333333333334,1.069294625043869,0.608,0.0005000000000000002
16,1.052863294919332,0.6375,1.0496249443689982,0.6183333333333333,0.0004477357683661734
17,1.0350606206258137,0.6293333333333333,1.033773231903712,0.6251666666666666,0.00039604415459112036
18,1.0186395397186279,0.6423333333333333,1.0214734221299488,0.6236666666666667,0.0003454915028125264
19,1.0053517223993937,0.6435,1.009549722592036,0.6316666666666667,0.00029663167846210003
20,0.9946328269640604,0.6468333333333334,0.9993186785380046,0.632,0.00025000000000000017
21,0.9846162424087525,0.6506666666666666,0.9921076457500457,0.634,0.00020610737385376354
22,0.9766390314102172,0.654,0.9857941373984019,0.6296666666666667,0.00016543469682057108
23,0.9704624797503153,0.6535,0.9805986454486847,0.635,0.00012842758726130303
24,0.965482327302297,0.6555,0.9766542181173961,0.6361666666666667,9.549150281252637e-05
25,0.9617916288375854,0.658,0.9739805521170298,0.636,6.698729810778068e-05
26,0.9588607211112976,0.6565,0.9719263075192769,0.6363333333333333,4.322727117869953e-05
27,0.9569859336217245,0.6571666666666667,0.9706621978282929,0.6363333333333333,2.447174185242324e-05
28,0.9558150882720947,0.6586666666666666,0.9699905554453532,0.6365,1.092619963309716e-05
29,0.9551088396708171,0.6595,0.9696667527357737,0.636,2.7390523158633003e-06
30,0.9548192030588786,0.6593333333333333,0.9695898868242899,0.6361666666666667,0.0
