epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.0002997040092642407,1.272514598051707,0.487,4.730015651424726,0.16666666666666666
2,0.0002988172051971717,0.8534004869461059,0.6511666666666667,1.5048857172528902,0.32866666666666666
3,0.0002973430876093033,0.685034856001536,0.7236666666666667,0.8516187885204951,0.6076666666666667
4,0.00029528747416929463,0.5948917234738668,0.7501666666666666,0.567905320485433,0.7696666666666667
5,0.00029265847744427303,0.5189651085535685,0.7793333333333333,0.8331734828750292,0.6475
6,0.0002894664728832377,0.47845857572555545,0.7918333333333333,0.6062361927827199,0.7283333333333334
7,0.000285724057869903,0.4362844262123108,0.8143333333333334,0.5691285459051529,0.7265
8,0.00028144600200657956,0.409088827530543,0.8221666666666667,0.56772471255064,0.7495
9,0.0002766491888253023,0.3737405769030253,0.84,0.5068559683014949,0.7545
10,0.00027135254915624217,0.3418488887945811,0.8603333333333333,0.41878507018089295,0.8041666666666667
11,0.0002655769864163684,0.3188483889102936,0.8753333333333333,0.4175735724021991,0.795
12,0.0002593452941132117,0.30150762367248535,0.8851666666666667,0.8356675215264161,0.6751666666666667
13,0.0002526820658893033,0.2772955713272095,0.9018333333333334,0.44386041224002837,0.7918333333333333
14,0.0002456135984623034,0.24185882405440012,0.9251666666666667,0.5827112930963437,0.7705
15,0.00023816778784387096,0.21540682911872863,0.9338333333333333,0.5810933942943811,0.7561666666666667
16,0.00023037401924684944,0.16781383224328358,0.9585,0.609795133749644,0.7803333333333333
17,0.00022226305111525726,0.13308765784899393,0.9745,0.4312302282551924,0.8053333333333333
18,0.00021386689373476087,0.0998301591873169,0.9846666666666667,0.5979359448055426,0.7841666666666667
19,0.00020521868290270169,0.09050719076395035,0.9855,0.5847528041067223,0.7535
20,0.00019635254915624208,0.08576090697447458,0.9853333333333333,0.7063479606409867,0.7926666666666666
21,0.00018730348307472816,0.061008586277564364,0.988,0.505358179435134,0.8013333333333333
22,0.00017810719718785867,0.051768791029850644,0.9885,0.5175206012080114,0.7945
23,0.00016879998503464564,0.04614406215151151,0.9901666666666666,0.5090246755704284,0.815
24,0.000159418577929397,0.04288743249575297,0.9901666666666666,0.43625969877590737,0.8171666666666667
25,0.00015,0.041207908779382706,0.9898333333333333,0.49741860898335777,0.8045
26,0.000140581422070603,0.039581304694215454,0.9903333333333333,0.4979175648242235,0.812
27,0.00013120001496535436,0.0373619303504626,0.989,0.5063271310975154,0.8031666666666667
28,0.0001218928028121413,0.03623919288317363,0.991,0.47376313859721025,0.813
29,0.00011269651692527177,0.03471172791222731,0.9898333333333333,0.45864049477875235,0.8191666666666667
30,0.00010364745084375793,0.03318741637468338,0.9903333333333333,0.4525168217023214,0.8251666666666667
31,9.478131709729836e-05,0.03376864580313365,0.9908333333333333,0.5196691323866447,0.8183333333333334
32,8.61331062652391e-05,0.03255861258506775,0.9896666666666667,0.45722300639003516,0.8195
33,7.773694888474269e-05,0.031000100404024126,0.991,0.561131874250869,0.7901666666666667
34,6.962598075315047e-05,0.03134056581556797,0.9901666666666666,0.448123497068882,0.8255
35,6.183221215612905e-05,0.030641585956017178,0.9901666666666666,0.4935091052651405,0.8103333333333333
36,5.438640153769654e-05,0.030529333621263505,0.9901666666666666,0.48590090219676496,0.8133333333333334
37,4.73179341106967e-05,0.02996528283258279,0.9908333333333333,0.46079143287738167,0.8198333333333333
38,4.0654705886788306e-05,0.030407004858056703,0.99,0.4671852416172624,0.8208333333333333
39,3.4423013583631635e-05,0.029246078535914422,0.9906666666666667,0.45597346157083907,0.8248333333333333
40,2.86474508437579e-05,0.02939172399540742,0.9905,0.4590675874700149,0.8223333333333334
41,2.3350811174697774e-05,0.029588518877824148,0.9901666666666666,0.4702164250363906,0.8205
42,1.8553997993420465e-05,0.029325908253590265,0.9901666666666666,0.45444296646118165,0.8255
43,1.42759421300971e-05,0.028965979834397634,0.9898333333333333,0.45687440659105777,0.8248333333333333
44,1.05335271167623e-05,0.02842977053920428,0.9901666666666666,0.4539050974374016,0.824
45,7.341522555726972e-06,0.02819409336646398,0.9905,0.4543429944490393,0.8243333333333334
46,4.712525830705356e-06,0.028608133589227994,0.9906666666666667,0.4537994785954555,0.8248333333333333
47,2.656912390696692e-06,0.028842638462781907,0.9903333333333333,0.45486343470712504,0.823
48,1.1827948028283352e-06,0.0284272962808609,0.9906666666666667,0.45574639495462177,0.824
49,2.9599073575926616e-07,0.027870944182078045,0.9903333333333333,0.45430594325065615,0.8238333333333333
50,0.0,0.0280313340673844,0.9901666666666666,0.45477850890904664,0.8231666666666667
