distance, nfa
0, 351.49541053899827
1, 351.49541053899827
2, 351.49541053899827
3, 351.49541053899827
4, 351.49541053899827
5, 351.49541053899827
6, 351.49541053899827
7, 351.49541053899827
8, 351.49541053899827
9, 351.49541053899827
10, 351.49541053899827
11, 351.49541053899827
12, 351.49541053899827
13, 351.49541053899827
14, 351.49541053899827
15, 351.49541053899827
16, 351.49541053899827
17, 351.49541053899827
18, 351.49541053899827
19, 351.49541053899827
20, 351.49541053899827
21, 351.49541053899827
22, 351.49541053899827
23, 351.49541053899827
24, 270.23393688649435
25, 351.49541053899827
26, 351.49541053899827
27, 351.49541053899827
28, 351.49541053899827
29, 351.49541053899827
30, 169.67286324151962
31, 351.49541053899827
32, 169.67286324151962
33, 169.67286324151962
34, 351.49541053899827
35, 270.23393688649435
36, 169.67286324151962
37, 270.23393688649435
38, 351.49541053899827
39, 270.23393688649435
40, 351.49541053899827
41, 270.23393688649435
42, 169.67286324151962
43, 169.67286324151962
44, 351.49541053899827
45, 351.49541053899827
46, 351.49541053899827
47, 270.23393688649435
48, 270.23393688649435
49, 270.23393688649435
50, 270.23393688649435
51, 270.23393688649435
52, 169.67286324151962
53, 169.67286324151962
54, 270.23393688649435
55, 87.5479864314575
56, 169.67286324151962
57, 169.67286324151962
58, 351.49541053899827
59, 351.49541053899827
60, 351.49541053899827
61, 270.23393688649435
62, 169.67286324151962
63, 270.23393688649435
64, 1.6548452560749446e-39
65, 351.49541053899827
66, 169.67286324151962
67, 351.49541053899827
68, 351.49541053899827
69, 87.5479864314575
70, 270.23393688649435
71, 351.49541053899827
72, 169.67286324151962
73, 270.23393688649435
74, 351.49541053899827
75, 270.23393688649435
76, 270.23393688649435
77, 270.23393688649435
78, 270.23393688649435
79, 270.23393688649435
80, 270.23393688649435
81, 351.49541053899827
82, 351.49541053899827
83, 169.67286324151962
84, 270.23393688649435
85, 169.67286324151962
86, 351.49541053899827
87, 270.23393688649435
88, 351.49541053899827
89, 169.67286324151962
90, 87.5479864314575
91, 169.67286324151962
92, 169.67286324151962
93, 270.23393688649435
94, 169.67286324151962
95, 351.49541053899827
96, 270.23393688649435
97, 169.67286324151962
98, 169.67286324151962
99, 169.67286324151962
100, 270.23393688649435
101, 169.67286324151962
102, 169.67286324151962
103, 169.67286324151962
104, 169.67286324151962
105, 87.5479864314575
106, 270.23393688649435
107, 37.75977986535722
108, 169.67286324151962
109, 351.49541053899827
110, 270.23393688649435
111, 169.67286324151962
112, 87.5479864314575
113, 87.5479864314575
114, 270.23393688649435
115, 270.23393688649435
116, 87.5479864314575
117, 169.67286324151962
118, 270.23393688649435
119, 169.67286324151962
120, 37.75977986535722
121, 270.23393688649435
122, 270.23393688649435
123, 169.67286324151962
124, 169.67286324151962
125, 270.23393688649435
126, 87.5479864314575
127, 270.23393688649435
128, 13.861440713629099
129, 37.75977986535722
130, 13.861440713629099
131, 87.5479864314575
132, 87.5479864314575
133, 351.49541053899827
134, 169.67286324151962
135, 169.67286324151962
136, 270.23393688649435
137, 270.23393688649435
138, 270.23393688649435
139, 351.49541053899827
140, 270.23393688649435
141, 351.49541053899827
142, 270.23393688649435
143, 270.23393688649435
144, 270.23393688649435
145, 87.5479864314575
146, 87.5479864314575
147, 169.67286324151962
148, 351.49541053899827
149, 351.49541053899827
150, 37.75977986535722
151, 270.23393688649435
152, 87.5479864314575
153, 351.49541053899827
154, 270.23393688649435
155, 351.49541053899827
156, 87.5479864314575
157, 87.5479864314575
158, 270.23393688649435
159, 37.75977986535722
160, 87.5479864314575
161, 169.67286324151962
162, 169.67286324151962
163, 169.67286324151962
164, 270.23393688649435
165, 169.67286324151962
166, 169.67286324151962
167, 351.49541053899827
168, 169.67286324151962
169, 351.49541053899827
170, 37.75977986535722
171, 351.49541053899827
172, 169.67286324151962
173, 351.49541053899827
174, 270.23393688649435
175, 270.23393688649435
176, 87.5479864314575
177, 270.23393688649435
178, 87.5479864314575
179, 169.67286324151962
180, 270.23393688649435
181, 37.75977986535722
182, 87.5479864314575
183, 169.67286324151962
184, 270.23393688649435
185, 87.5479864314575
186, 270.23393688649435
187, 169.67286324151962
188, 37.75977986535722
189, 270.23393688649435
190, 87.5479864314575
191, 270.23393688649435
192, 0.013417732447288007
193, 351.49541053899827
194, 37.75977986535722
195, 270.23393688649435
196, 13.861440713629099
197, 169.67286324151962
198, 87.5479864314575
199, 169.67286324151962
200, 270.23393688649435
201, 169.67286324151962
202, 270.23393688649435
203, 87.5479864314575
204, 169.67286324151962
205, 270.23393688649435
206, 169.67286324151962
207, 169.67286324151962
208, 169.67286324151962
209, 351.49541053899827
210, 169.67286324151962
211, 351.49541053899827
212, 87.5479864314575
213, 351.49541053899827
214, 270.23393688649435
215, 270.23393688649435
216, 351.49541053899827
217, 87.5479864314575
218, 270.23393688649435
219, 87.5479864314575
220, 87.5479864314575
221, 87.5479864314575
222, 270.23393688649435
223, 270.23393688649435
224, 13.861440713629099
225, 87.5479864314575
226, 169.67286324151962
227, 270.23393688649435
228, 169.67286324151962
229, 270.23393688649435
230, 270.23393688649435
231, 351.49541053899827
232, 169.67286324151962
233, 87.5479864314575
234, 13.861440713629099
235, 169.67286324151962
236, 351.49541053899827
237, 169.67286324151962
238, 169.67286324151962
239, 169.67286324151962
240, 37.75977986535722
241, 169.67286324151962
242, 87.5479864314575
243, 270.23393688649435
244, 270.23393688649435
245, 87.5479864314575
246, 37.75977986535722
247, 87.5479864314575
248, 169.67286324151962
249, 351.49541053899827
250, 169.67286324151962
251, 169.67286324151962
252, 270.23393688649435
253, 37.75977986535722
254, 37.75977986535722
255, 37.75977986535722
256, 1.225905147246651
257, 270.23393688649435
258, 169.67286324151962
259, 270.23393688649435
260, 169.67286324151962
261, 169.67286324151962
262, 351.49541053899827
263, 270.23393688649435
264, 169.67286324151962
265, 270.23393688649435
266, 270.23393688649435
267, 270.23393688649435
268, 37.75977986535722
269, 37.75977986535722
270, 87.5479864314575
271, 87.5479864314575
272, 87.5479864314575
273, 169.67286324151962
274, 169.67286324151962
275, 169.67286324151962
276, 169.67286324151962
277, 169.67286324151962
278, 270.23393688649435
279, 87.5479864314575
280, 169.67286324151962
281, 270.23393688649435
282, 270.23393688649435
283, 169.67286324151962
284, 270.23393688649435
285, 169.67286324151962
286, 169.67286324151962
287, 169.67286324151962
288, 270.23393688649435
289, 351.49541053899827
290, 37.75977986535722
291, 270.23393688649435
292, 270.23393688649435
293, 169.67286324151962
294, 270.23393688649435
295, 169.67286324151962
296, 351.49541053899827
297, 270.23393688649435
298, 270.23393688649435
299, 270.23393688649435
300, 169.67286324151962
301, 351.49541053899827
302, 169.67286324151962
303, 270.23393688649435
304, 169.67286324151962
305, 270.23393688649435
306, 351.49541053899827
307, 351.49541053899827
308, 169.67286324151962
309, 169.67286324151962
310, 270.23393688649435
311, 270.23393688649435
312, 270.23393688649435
313, 270.23393688649435
314, 270.23393688649435
315, 169.67286324151962
316, 270.23393688649435
317, 351.49541053899827
318, 351.49541053899827
319, 169.67286324151962
320, 1.4013274804502867e-36
321, 169.67286324151962
322, 351.49541053899827
323, 169.67286324151962
324, 169.67286324151962
325, 270.23393688649435
326, 169.67286324151962
327, 351.49541053899827
328, 351.49541053899827
329, 270.23393688649435
330, 351.49541053899827
331, 87.5479864314575
332, 169.67286324151962
333, 270.23393688649435
334, 270.23393688649435
335, 351.49541053899827
336, 169.67286324151962
337, 351.49541053899827
338, 351.49541053899827
339, 169.67286324151962
340, 351.49541053899827
341, 169.67286324151962
342, 169.67286324151962
343, 351.49541053899827
344, 351.49541053899827
345, 351.49541053899827
346, 169.67286324151962
347, 270.23393688649435
348, 169.67286324151962
349, 87.5479864314575
350, 351.49541053899827
351, 169.67286324151962
352, 169.67286324151962
353, 169.67286324151962
354, 87.5479864314575
355, 270.23393688649435
356, 351.49541053899827
357, 270.23393688649435
358, 270.23393688649435
359, 270.23393688649435
360, 270.23393688649435
361, 351.49541053899827
362, 351.49541053899827
363, 351.49541053899827
364, 351.49541053899827
365, 351.49541053899827
366, 351.49541053899827
367, 351.49541053899827
368, 351.49541053899827
369, 351.49541053899827
370, 351.49541053899827
371, 351.49541053899827
372, 351.49541053899827
373, 351.49541053899827
374, 351.49541053899827
375, 351.49541053899827
376, 351.49541053899827
377, 351.49541053899827
378, 351.49541053899827
379, 351.49541053899827
380, 351.49541053899827
381, 351.49541053899827
382, 351.49541053899827
383, 351.49541053899827
